sql_id,sql_village_id,sql_village_name,sql_area_name,csv_yuyue_id,csv_community_name,csv_area_name,match_type
148905,1704428247587983362,山水家园,江北区,8d34b945598603708eacf2340a516b5f,山水家园,江北区,精确匹配
148908,1704679566496206849,东海岸,江北区,99ec0c53e572948d11ca8096b6120f58,东海岸,江北区,精确匹配
148912,1702570214314446849,中瓯.璧河名都,璧山区,0acb380db2d822808bc2e82dde736361,中瓯.璧河名都,璧山区,精确匹配
148858,1683671084833890305,仙女山标准化智慧康养社区,武隆区,d13bff29098da46a67ebee8251a2f02e,仙女山标准化智慧康养社区,武隆区,精确匹配
148860,1680855546638295042,龙景天都,武隆区,3556656f402e943645de829cc3fe6b17,龙景天都,武隆区,精确匹配
148862,1685918649507868673,木里小镇,武隆区,4526fcaae563c63be4d075579afb16e6,木里小镇,武隆区,精确匹配
148863,1686279577709539330,林云江山,潼南区,a124e1f07b3d7fbd89e09a7a0aa8833a,林云江山,潼南区,精确匹配
148864,1684391993026674689,千禧花园二期,潼南区,7e788a825ec26ed50421b33dadc78c2a,千禧花园二期,潼南区,精确匹配
148866,1686559406438707201,翰林仙山人间,武隆区,5a9201febfc3e7ec8899308ff1807eb0,翰林仙山人间,武隆区,精确匹配
148869,1688839519947591681,书香华庭,万州区,5545f6c37a15546dee1ddc587222aa8b,书香华庭,万州区,精确匹配
148870,1689825451475611649,卓然铂金公馆B区,潼南区,d38ba4d9167e49cd2310ffc64b41e181,卓然铂金公馆B区,潼南区,精确匹配
148871,1688395620749844482,金色年华,江北区,ec58c09ae91a1d5d3a04929cbb96a4e4,金色年华,江北区,精确匹配
148872,1691730376887513090,仙女山1号,武隆区,a4bd2dbbcdd7b5d20142d099b45f1eb6,仙女山1号,武隆区,精确匹配
148873,1691994117851983874,一品蓝湾,云阳县,d364a6721447977c75200453f1fb3c2d,一品蓝湾,云阳县,精确匹配
148875,1692455713380380673,东景康庭,云阳县,559a4753dd33dda462a13d1b9b6da2f2,东景康庭,云阳县,精确匹配
148876,1693447369877499905,芳草地.悠地亚,武隆区,1bb5f9df78ef2c4b010ec9b87e7c4042,芳草地.悠地亚,武隆区,精确匹配
148877,1693454139903586305,尚桂佳苑,云阳县,6cf98cb86361a1ef1293e124d1ce0fa8,尚桂佳苑,云阳县,精确匹配
148880,1694621730810535937,潼南金福岛万达广场文旅小镇项目(一期),潼南区,ddd43035c55874d19e92d2b85fbacc50,潼南金福岛万达广场文旅小镇项目(一期),潼南区,精确匹配
148882,1694894469882486786,綦江区横山镇回龙湾度假小区二期,綦江区,97a6909b0ffe44f5bae67be06746ede9,綦江区横山镇回龙湾度假小区二期,綦江区,精确匹配
148885,1696733713798176770,白马小区,巫溪县,912b32b30a34a2e7ad73605bc47045c9,白马小区,巫溪县,精确匹配
148886,1697055374539923457,花漾的山谷,武隆区,5eeedbc13ae02076ce83f8ec764d2715,花漾的山谷,武隆区,精确匹配
148887,1697067216616202241,凤凰名都,奉节县,539e81b1d0c408fdc9e41c1536728e66,凤凰名都,奉节县,精确匹配
148888,1697090892866691075,翰林府,城口县,db10f53151d63007e6d38d43e5c2d434,翰林府,城口县,精确匹配
148891,1698533075855515649,学府壹号,城口县,881c70bc234076ed2b588b9d2b3a9ec9,学府壹号,城口县,精确匹配
148894,1699341667831513090,依云美镇,武隆区,87a83cd066e93b2d2d219b7166f7dfc7,依云美镇,武隆区,精确匹配
148895,1699342055167098882,依云林里,武隆区,6575d36cb032fd5b5d1d6720153a34a7,依云林里,武隆区,精确匹配
148898,1701423087903281153,九里江岸,云阳县,44884e17617af3a8b2fa3c8cb51a50e9,九里江岸,云阳县,精确匹配
148899,1698946344487395330,瞿塘晓月,奉节县,259792edcfe24751e9fd857e81089a3e,瞿塘晓月,奉节县,精确匹配
148900,1698947454723858434,湖光美地,奉节县,acd6f780a8f2d0911295078eb5e51ec4,湖光美地,奉节县,精确匹配
148901,1698948408827355138,海成·印江府,奉节县,9313b36d885fad735ca431e81b1af2bd,海成·印江府,奉节县,精确匹配
148915,1705050895456112641,璧山中凯华府,璧山区,533349b054baf6d5814ef5524f1323a1,璧山中凯华府,璧山区,精确匹配
148917,1705113234863788034,黛山道8号,璧山区,e2b3b87007e3a317850fdf8c074f4e9f,黛山道8号,璧山区,精确匹配
148918,1705119964406452226,璧山黛山悦府,璧山区,cc8a99d8bfa39f3c09432f19d013cdd0,璧山黛山悦府,璧山区,精确匹配
148919,1705136836338225154,滨湖上院,奉节县,2493ffbe9e16716e844d39a0c88416d2,滨湖上院,奉节县,精确匹配
148921,1706129210472370177,阳光水岸,城口县,e102f4b6c32965d30b0e213d44835dcc,阳光水岸,城口县,精确匹配
148922,1706130748947271681,昕晖伊顿庄园,云阳县,0067161e63dac54ec86b39d4c79cc9c7,昕晖伊顿庄园,云阳县,精确匹配
148924,1707229740644929538,鉴湖林语,綦江区,4606cba297f17c40f0fcbc4f5567e733,鉴湖林语,綦江区,精确匹配
148925,1711274575546781698,钢城印象B区,大渡口区,5aa883350bb42d1e22412cdfc2b7584e,钢城印象B区,大渡口区,精确匹配
148926,1711583327839817730,铭鑫鼎尚源,大渡口区,2f0dfb8f5271568d1b66bae62aa65f01,铭鑫鼎尚源,大渡口区,精确匹配
148935,1724955654975541250,芳草地.雪岭仙山,武隆区,222dd2f06473c9f9d4838dcd0dd05354,芳草地.雪岭仙山,武隆区,精确匹配
148941,1734762973494206465,御景天水,九龙坡区,21b400dea6b3b75f74d1c916d29e2387,御景天水,九龙坡区,精确匹配
148946,1726767841083805697,仙山丽景,武隆区,4077bbef06df820cd3e430b1cfbbe815,仙山丽景,武隆区,精确匹配
148977,1737358109357051906,宏城名都,沙坪坝区,590c85ddf4698f116bb4799578f3d22d,宏城名都,沙坪坝区,精确匹配
148985,1737718077860024321,东桥郡,沙坪坝区,fb0e84dd4f4fe4f3cbe4fe78e942f8ff,东桥郡,沙坪坝区,精确匹配
148991,1738115929035706369,西永9号,沙坪坝区,21b89955a136386256bc2b1f7981cf2b,西永9号,沙坪坝区,精确匹配
148996,1739172511425171457,山水国际,沙坪坝区,563b27bf3ce5bb12b5df6975e4d98898,山水国际,沙坪坝区,精确匹配
148997,1739177613141676033,碧水云天,沙坪坝区,1e3aa2e97944d27b5dc3fd2d84218adc,碧水云天,沙坪坝区,精确匹配
149002,1739540452574433282,雏扬国际,沙坪坝区,65c419afc346509be519d846428928ba,雏扬国际,沙坪坝区,精确匹配
149005,1739561852945240065,渝富滨江首岸,沙坪坝区,a42ba87176b8c5832a0bca969b270f37,渝富滨江首岸,沙坪坝区,精确匹配
149007,1739564337470574593,金沙时代,沙坪坝区,aa0eb56e4f6af1116524f6bfcb3ab2ff,金沙时代,沙坪坝区,精确匹配
149015,1739569167656226818,华宇城,沙坪坝区,7c31f024e4eec5bc23d614834e4cabb5,华宇城,沙坪坝区,精确匹配
149020,1739576589925945346,星领地,沙坪坝区,6ac93ee97f684d65f3082f63077401f6,星领地,沙坪坝区,精确匹配
149021,1739942022097080322,秋水长天,沙坪坝区,14bab7b62257fb824bbf60b671396c41,秋水长天,沙坪坝区,精确匹配
149022,1739942242067353602,金沙东岸,沙坪坝区,ba1521023fe4256184983ce09d7ea816,金沙东岸,沙坪坝区,精确匹配
149023,1739576918188953601,温莎小镇,沙坪坝区,fc2c8d86e124a49391c833f00cc3a1ba,温莎小镇,沙坪坝区,精确匹配
149024,1739577227472736257,南方新城,沙坪坝区,93a98e96dbb0a2a3dc79f760fd7e622f,南方新城,沙坪坝区,精确匹配
149029,1742002591566336001,华绣锦院,沙坪坝区,a11abad6bc267416f45f51474f4d86ff,华绣锦院,沙坪坝区,精确匹配
149035,1749993102700908546,新宝龙易城,大渡口区,e654c9f97795d46bd3627cc28a392ec0,新宝龙易城,大渡口区,精确匹配
149036,1750062938898501633,巨龙度假村,綦江区,1fbf36e6ff7f127ef56f201e07da47bc,巨龙度假村,綦江区,精确匹配
149037,1750415669936984066,钢城印象A区,大渡口区,ccd36dedae80bdb8cd748e82d8652627,钢城印象A区,大渡口区,精确匹配
149038,1752228986582142978,恒通御景天都,大渡口区,4f77491a182e780ab4899133f8944225,恒通御景天都,大渡口区,精确匹配
149039,1747877430411857922,云山雅筑,北碚区,09da1f1803c66b065608b5d901097a3f,云山雅筑,北碚区,精确匹配
149040,1748251316915736578,古渡春色,大渡口区,1e96987a611bb5c483cbc79dc0735514,古渡春色,大渡口区,精确匹配
149045,1762721262001336321,永缘锦庭,沙坪坝区,09bf992d5c6e90fa1d851b5f4ab05558,永缘锦庭,沙坪坝区,精确匹配
149056,1764555087752867842,金洁.安居逸园,沙坪坝区,b58d09339e9205e3f006814fee7bc5e9,金洁.安居逸园,沙坪坝区,精确匹配
149058,1764574685365678082,长江轴承厂项目（中房千寻）,沙坪坝区,328a58df1b5c06ada51d69ed8ef1ee75,长江轴承厂项目（中房千寻）,沙坪坝区,精确匹配
149059,1764581611944161281,重庆万达城,沙坪坝区,76f5b2f8e9bf4325a48f86e4fe325a58,重庆万达城,沙坪坝区,精确匹配
149063,1763409552518033410,和谐苑,沙坪坝区,711e76f5a982fcd3289ec3a97029dc95,和谐苑,沙坪坝区,精确匹配
149065,1764904062586597378,天地源玖玺香都,九龙坡区,7ffee2ecf9167d19cc16c66a1edcd6c0,天地源玖玺香都,九龙坡区,精确匹配
149066,1765207799263801345,富洲新城,沙坪坝区,048d9e679210888a985b2f2f933fac85,富洲新城,沙坪坝区,精确匹配
149075,1765654939769458690,逸品森香,沙坪坝区,732b497aa46dcf7d61b3599ac28dc226,逸品森香,沙坪坝区,精确匹配
149076,1765656792657776642,金悦锦城,沙坪坝区,acf809f056db7462a838a3b091668169,金悦锦城,沙坪坝区,精确匹配
149082,1765554935130181633,美丽阳光家园,沙坪坝区,6213ad7747ee9f677ae6cf36f92bb27a,美丽阳光家园,沙坪坝区,精确匹配
149104,1767807292425588738,天越雅园,沙坪坝区,5f0b105522c98ce55c214313d8f502c8,天越雅园,沙坪坝区,精确匹配
149111,1767842034969694210,三陵雅园A区,沙坪坝区,4eadec78227bcdc8a512bd5ef0f62ac3,三陵雅园A区,沙坪坝区,精确匹配
149114,1768467720491192321,云端郡府,沙坪坝区,8681a7c8661f6d874be04484867fdcc2,云端郡府,沙坪坝区,精确匹配
149115,1768481072433025025,新怡家园,沙坪坝区,367be57bbc027d00713c0ddcdd542b01,新怡家园,沙坪坝区,精确匹配
149123,1769913335104360450,牛津街,沙坪坝区,dd28c41f7ad83087f624e5331e78b884,牛津街,沙坪坝区,精确匹配
149127,1769656000171692033,中建瑾和城,沙坪坝区,c95cd959fb33a833acacecddab35583e,中建瑾和城,沙坪坝区,精确匹配
149130,1770016062169894914,逸静花开香地,沙坪坝区,9e11af043b262c5488b99b175b6d6dc7,逸静花开香地,沙坪坝区,精确匹配
149133,1772537498688188418,重庆万科招商理想城,沙坪坝区,efed8f77956ebade5c27bed51874e5da,重庆万科招商理想城,沙坪坝区,精确匹配
149134,1773193461183180801,乌江山水,武隆区,0208c21579fc1d40ec5ae24ba69c86b7,乌江山水,武隆区,精确匹配
149143,1775352571987210242,沿海赛洛城雅郡,北碚区,887c324451b8363d1f5204c9b1535a9e,沿海赛洛城雅郡,北碚区,精确匹配
149145,1775347978372886529,香洲心城,北碚区,20af6e1de0bf89e2f2516827805b5061,香洲心城,北碚区,精确匹配
149147,1775417987233198082,御景玖园三期,北碚区,f2923b261692e7ed3f34e468ae855d88,御景玖园三期,北碚区,精确匹配
149149,1775424300319223810,御景玖园二期,北碚区,b621b5c05a9f1529e5e2e795731ef541,御景玖园二期,北碚区,精确匹配
149150,1775425102077210626,御景玖园一期,北碚区,6858420604669be661ed0df65726f739,御景玖园一期,北碚区,精确匹配
149152,1775427711253065729,丽景紫园二三期,北碚区,3fff1fa92ff28c347d68c3e7f85c7f01,丽景紫园二三期,北碚区,精确匹配
149160,1779707173582860290,水墨江山,北碚区,eac4af91878905a86236a298a7065b62,水墨江山,北碚区,精确匹配
149161,1779711029368778754,”书山府“房地产项目,璧山区,911ca44452241f8b330e6923800eec41,”书山府“房地产项目,璧山区,精确匹配
149167,1783694065114439681,金桥鑫都,沙坪坝区,0675028261759b9641061310148ea4f9,金桥鑫都,沙坪坝区,精确匹配
149169,1783696238539857922,凰城御府,永川区,1aae4e7ef27d73b862168a2387d5dadd,凰城御府,永川区,精确匹配
